sentances,predictions
"Therapeutic options include mainly symptomatic and supportive measures, and traditional immunosuppressant drugs have shown no effectiveness in randomized trials.","[{'Therapeutic': 'O'}, {'options': 'O'}, {'include': 'O'}, {'mainly': 'O'}, {'symptomatic': 'O'}, {'and': 'O'}, {'supportive': 'O'}, {'measures,': 'O'}, {'and': 'O'}, {'traditional': 'O'}, {'immunosuppressant': 'O'}, {'drugs': 'O'}, {'have': 'O'}, {'shown': 'O'}, {'no': 'O'}, {'effectiveness': 'O'}, {'in': 'O'}, {'randomized': 'O'}, {'trials.': 'O'}]"
Sensory function was not affected in 11% of patients indicating that Sjogrens syndrome associated neuropathy can present as a pure motor syndrome.,"[{'Sensory': 'O'}, {'function': 'O'}, {'was': 'O'}, {'not': 'O'}, {'affected': 'O'}, {'in': 'O'}, {'11%': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'indicating': 'O'}, {'that': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'associated': 'O'}, {'neuropathy': 'I-Entity'}, {'can': 'O'}, {'present': 'O'}, {'as': 'O'}, {'a': 'O'}, {'pure': 'O'}, {'motor': 'O'}, {'syndrome.': 'I-Entity'}]"
L1 ORF2p was expressed in 17/20 SS patients and all controls.,"[{'L1': 'O'}, {'ORF2p': 'O'}, {'was': 'O'}, {'expressed': 'O'}, {'in': 'O'}, {'17/20': 'O'}, {'SS': 'I-Entity'}, {'patients': 'O'}, {'and': 'O'}, {'all': 'O'}, {'controls.': 'O'}]"
"PAH was the initial manifestation of pSS in 12 patients (41.4%), and shortness of breath was the most common symptom (29/29, 100%).","[{'PAH': 'I-Entity'}, {'was': 'O'}, {'the': 'O'}, {'initial': 'O'}, {'manifestation': 'O'}, {'of': 'O'}, {'pSS': 'I-Entity'}, {'in': 'O'}, {'12': 'O'}, {'patients': 'O'}, {'(41.4%),': 'O'}, {'and': 'O'}, {'shortness': 'B-Entity'}, {'of': 'I-Entity'}, {'breath': 'I-Entity'}, {'was': 'O'}, {'the': 'O'}, {'most': 'O'}, {'common': 'O'}, {'symptom': 'O'}, {'(29/29,': 'O'}, {'100%).': 'O'}]"
"Furthermore, unsupervised analysis based on gene expression modification before and after treatment allowed identification of 8 genes that were differentially expressed between responders and nonresponders, with the difference remaining significant after Bonferroni correction.","[{'Furthermore,': 'O'}, {'unsupervised': 'O'}, {'analysis': 'O'}, {'based': 'O'}, {'on': 'O'}, {'gene': 'O'}, {'expression': 'O'}, {'modification': 'O'}, {'before': 'O'}, {'and': 'O'}, {'after': 'O'}, {'treatment': 'O'}, {'allowed': 'O'}, {'identification': 'O'}, {'of': 'O'}, {'8': 'O'}, {'genes': 'O'}, {'that': 'O'}, {'were': 'O'}, {'differentially': 'O'}, {'expressed': 'O'}, {'between': 'O'}, {'responders': 'O'}, {'and': 'O'}, {'nonresponders,': 'O'}, {'with': 'O'}, {'the': 'O'}, {'difference': 'O'}, {'remaining': 'O'}, {'significant': 'O'}, {'after': 'O'}, {'Bonferroni': 'O'}, {'correction.': 'O'}]"
"Vascular and tenosynovial structures, as well as the salivary glands, can be assessed with US in vasculitis and connective tissue disorders, including systemic lupus erythematosus and Sjogrens syndrome.","[{'Vascular': 'O'}, {'and': 'O'}, {'tenosynovial': 'O'}, {'structures,': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'the': 'O'}, {'salivary': 'O'}, {'glands,': 'O'}, {'can': 'O'}, {'be': 'O'}, {'assessed': 'O'}, {'with': 'O'}, {'US': 'O'}, {'in': 'O'}, {'vasculitis': 'I-Entity'}, {'and': 'O'}, {'connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'disorders,': 'I-Entity'}, {'including': 'O'}, {'systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'erythematosus': 'I-Entity'}, {'and': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
"However, the disease-specific mechanisms for premature atherosclerosis in pSS are not fully understood.","[{'However,': 'O'}, {'the': 'O'}, {'disease-specific': 'O'}, {'mechanisms': 'O'}, {'for': 'O'}, {'premature': 'B-Entity'}, {'atherosclerosis': 'I-Entity'}, {'in': 'O'}, {'pSS': 'I-Entity'}, {'are': 'O'}, {'not': 'O'}, {'fully': 'O'}, {'understood.': 'O'}]"
"We found a female predominance, younger age at disease onset, lower frequency of extra articular manifestations, more frequent polyarticular pattern at disease onset and less erosive disease, denoting changing referral patterns, earlier diagnosis, improved disease control in Egyptian RA patients over 2 decades.","[{'We': 'O'}, {'found': 'O'}, {'a': 'O'}, {'female': 'O'}, {'predominance,': 'O'}, {'younger': 'O'}, {'age': 'O'}, {'at': 'O'}, {'disease': 'O'}, {'onset,': 'O'}, {'lower': 'O'}, {'frequency': 'O'}, {'of': 'O'}, {'extra': 'O'}, {'articular': 'O'}, {'manifestations,': 'O'}, {'more': 'O'}, {'frequent': 'O'}, {'polyarticular': 'O'}, {'pattern': 'O'}, {'at': 'O'}, {'disease': 'O'}, {'onset': 'O'}, {'and': 'O'}, {'less': 'O'}, {'erosive': 'O'}, {'disease,': 'O'}, {'denoting': 'O'}, {'changing': 'O'}, {'referral': 'O'}, {'patterns,': 'O'}, {'earlier': 'O'}, {'diagnosis,': 'O'}, {'improved': 'O'}, {'disease': 'O'}, {'control': 'O'}, {'in': 'O'}, {'Egyptian': 'O'}, {'RA': 'I-Entity'}, {'patients': 'O'}, {'over': 'O'}, {'2': 'O'}, {'decades.': 'O'}]"
"Over the past two decades, there have been several advances in the assessment and management of connective tissue disease-related pulmonary arterial hypertension (CTD-PAH) that improved outcomes of the treatment of this lethal disease, and this will be the focus of this study.","[{'Over': 'O'}, {'the': 'O'}, {'past': 'O'}, {'two': 'O'}, {'decades,': 'O'}, {'there': 'O'}, {'have': 'O'}, {'been': 'O'}, {'several': 'O'}, {'advances': 'O'}, {'in': 'O'}, {'the': 'O'}, {'assessment': 'O'}, {'and': 'O'}, {'management': 'O'}, {'of': 'O'}, {'connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'disease-related': 'I-Entity'}, {'pulmonary': 'B-Entity'}, {'arterial': 'I-Entity'}, {'hypertension': 'I-Entity'}, {'(CTD-PAH)': 'O'}, {'that': 'O'}, {'improved': 'O'}, {'outcomes': 'O'}, {'of': 'O'}, {'the': 'O'}, {'treatment': 'O'}, {'of': 'O'}, {'this': 'O'}, {'lethal': 'O'}, {'disease,': 'O'}, {'and': 'O'}, {'this': 'O'}, {'will': 'O'}, {'be': 'O'}, {'the': 'O'}, {'focus': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study.': 'O'}]"
"Work-up excluded sarcoidosis, Sjogrens syndrome, systemic lupus erythematosus, ANCA-associated vasculitides, Beh‚àö√üet disease, spondyloarthritis and infection.","[{'Work-up': 'O'}, {'excluded': 'O'}, {'sarcoidosis,': 'I-Entity'}, {'Sjogrens': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'erythematosus,': 'I-Entity'}, {'ANCA-associated': 'O'}, {'vasculitides,': 'I-Entity'}, {'Beh‚àö√üet': 'O'}, {'disease,': 'I-Entity'}, {'spondyloarthritis': 'I-Entity'}, {'and': 'O'}, {'infection.': 'I-Entity'}]"
This meta-analysis aimed to explore the association of subclinical atherosclerosis and arterial stiffness in primary Sjogren's syndrome.,"[{'This': 'O'}, {'meta-analysis': 'O'}, {'aimed': 'O'}, {'to': 'O'}, {'explore': 'O'}, {'the': 'O'}, {'association': 'O'}, {'of': 'O'}, {'subclinical': 'O'}, {'atherosclerosis': 'I-Entity'}, {'and': 'O'}, {'arterial': 'B-Entity'}, {'stiffness': 'I-Entity'}, {'in': 'O'}, {'primary': 'B-Entity'}, {""Sjogren's"": 'I-Entity'}, {'syndrome.': 'I-Entity'}]"
After a follow up of mean 8.2 years a significant correlation was found between disease duration and the prevalence of EGOD.,"[{'After': 'O'}, {'a': 'O'}, {'follow': 'O'}, {'up': 'O'}, {'of': 'O'}, {'mean': 'O'}, {'8.2': 'O'}, {'years': 'O'}, {'a': 'O'}, {'significant': 'O'}, {'correlation': 'O'}, {'was': 'O'}, {'found': 'O'}, {'between': 'O'}, {'disease': 'O'}, {'duration': 'O'}, {'and': 'O'}, {'the': 'O'}, {'prevalence': 'O'}, {'of': 'O'}, {'EGOD.': 'I-Entity'}]"
GTW is as effective as HCQ in the treatment of Sjogrens syndrome in the NOD mouse model.Section of the Chinese Stomatological Association (CSA)Sjogrens syndrome.,"[{'GTW': 'I-Entity'}, {'is': 'O'}, {'as': 'O'}, {'effective': 'O'}, {'as': 'O'}, {'HCQ': 'I-Entity'}, {'in': 'O'}, {'the': 'O'}, {'treatment': 'O'}, {'of': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'in': 'O'}, {'the': 'O'}, {'NOD': 'O'}, {'mouse': 'O'}, {'model.Section': 'O'}, {'of': 'O'}, {'the': 'O'}, {'Chinese': 'O'}, {'Stomatological': 'O'}, {'Association': 'O'}, {'(CSA)Sjogrens': 'O'}, {'syndrome.': 'I-Entity'}]"
"IgG4-related dacryoadenitis and sialoadenitis (IgG4-DS) is characterized by bilateral swelling of glandular tissues with extensive fibrosis, and is immunologically considered a Th2-predominant disease.","[{'IgG4-related': 'O'}, {'dacryoadenitis': 'I-Entity'}, {'and': 'O'}, {'sialoadenitis': 'I-Entity'}, {'(IgG4-DS)': 'O'}, {'is': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'bilateral': 'O'}, {'swelling': 'O'}, {'of': 'O'}, {'glandular': 'O'}, {'tissues': 'O'}, {'with': 'O'}, {'extensive': 'O'}, {'fibrosis,': 'I-Entity'}, {'and': 'O'}, {'is': 'O'}, {'immunologically': 'O'}, {'considered': 'O'}, {'a': 'O'}, {'Th2-predominant': 'O'}, {'disease.': 'O'}]"
"There was a preponderance of dendritic cells and NK cells in the initial inflammatory cell infiltrates, and these were followed by CD4+ T cells.","[{'There': 'O'}, {'was': 'O'}, {'a': 'O'}, {'preponderance': 'O'}, {'of': 'O'}, {'dendritic': 'O'}, {'cells': 'O'}, {'and': 'O'}, {'NK': 'O'}, {'cells': 'O'}, {'in': 'O'}, {'the': 'O'}, {'initial': 'O'}, {'inflammatory': 'O'}, {'cell': 'O'}, {'infiltrates,': 'O'}, {'and': 'O'}, {'these': 'O'}, {'were': 'O'}, {'followed': 'O'}, {'by': 'O'}, {'CD4+': 'O'}, {'T': 'O'}, {'cells.': 'O'}]"
Nuclear medicine studies evaluate physiology on a molecular level providing earlier detection of lesions before morphologic change is evident.,"[{'Nuclear': 'O'}, {'medicine': 'O'}, {'studies': 'O'}, {'evaluate': 'O'}, {'physiology': 'O'}, {'on': 'O'}, {'a': 'O'}, {'molecular': 'O'}, {'level': 'O'}, {'providing': 'O'}, {'earlier': 'O'}, {'detection': 'O'}, {'of': 'O'}, {'lesions': 'O'}, {'before': 'O'}, {'morphologic': 'O'}, {'change': 'O'}, {'is': 'O'}, {'evident.': 'O'}]"
Evidence has indicated that exosomes may play roles in processes such as the modulation of the immune response and activation of inflammation.,"[{'Evidence': 'O'}, {'has': 'O'}, {'indicated': 'O'}, {'that': 'O'}, {'exosomes': 'O'}, {'may': 'O'}, {'play': 'O'}, {'roles': 'O'}, {'in': 'O'}, {'processes': 'O'}, {'such': 'O'}, {'as': 'O'}, {'the': 'O'}, {'modulation': 'O'}, {'of': 'O'}, {'the': 'O'}, {'immune': 'O'}, {'response': 'O'}, {'and': 'O'}, {'activation': 'O'}, {'of': 'O'}, {'inflammation.': 'I-Entity'}]"
"Diagnostic criteria for Sjogrens syndrome are required both by healthcare professionals and patients, namely in order to provide a rational basis for the assessment of the symptoms, establish an individual disease prognosis, and orientate the therapeutic intervention.","[{'Diagnostic': 'O'}, {'criteria': 'O'}, {'for': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'are': 'O'}, {'required': 'O'}, {'both': 'O'}, {'by': 'O'}, {'healthcare': 'O'}, {'professionals': 'O'}, {'and': 'O'}, {'patients,': 'O'}, {'namely': 'O'}, {'in': 'O'}, {'order': 'O'}, {'to': 'O'}, {'provide': 'O'}, {'a': 'O'}, {'rational': 'O'}, {'basis': 'O'}, {'for': 'O'}, {'the': 'O'}, {'assessment': 'O'}, {'of': 'O'}, {'the': 'O'}, {'symptoms,': 'O'}, {'establish': 'O'}, {'an': 'O'}, {'individual': 'O'}, {'disease': 'O'}, {'prognosis,': 'O'}, {'and': 'O'}, {'orientate': 'O'}, {'the': 'O'}, {'therapeutic': 'O'}, {'intervention.': 'O'}]"
"In our cohort, no clinical manifestation or disease score could clearly select patients with subsequent lymphoma development.","[{'In': 'O'}, {'our': 'O'}, {'cohort,': 'O'}, {'no': 'O'}, {'clinical': 'O'}, {'manifestation': 'O'}, {'or': 'O'}, {'disease': 'O'}, {'score': 'O'}, {'could': 'O'}, {'clearly': 'O'}, {'select': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'subsequent': 'O'}, {'lymphoma': 'I-Entity'}, {'development.': 'O'}]"
"MRI spinal-cord lesions have similar appearances in the earlier as well as chronic phases of a sensory neuronopathy, and therefore suggest that such dorsal column lesions may reflect inflammatory as well as a gliotic burden of injury.","[{'MRI': 'O'}, {'spinal-cord': 'B-Entity'}, {'lesions': 'I-Entity'}, {'have': 'O'}, {'similar': 'O'}, {'appearances': 'O'}, {'in': 'O'}, {'the': 'O'}, {'earlier': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'chronic': 'O'}, {'phases': 'O'}, {'of': 'O'}, {'a': 'O'}, {'sensory': 'B-Entity'}, {'neuronopathy,': 'I-Entity'}, {'and': 'O'}, {'therefore': 'O'}, {'suggest': 'O'}, {'that': 'O'}, {'such': 'O'}, {'dorsal': 'O'}, {'column': 'O'}, {'lesions': 'O'}, {'may': 'O'}, {'reflect': 'O'}, {'inflammatory': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'a': 'O'}, {'gliotic': 'I-Entity'}, {'burden': 'O'}, {'of': 'O'}, {'injury.': 'I-Entity'}]"
"Compared to 413 adult SS patients, childhood SS was more commonly associated with parotitis, positive serologies, neurologic and nephrologic manifestations, and non-specific features (fever, lymphadenopathy) but less commonly associated with dry mouth and dry eyes.","[{'Compared': 'O'}, {'to': 'O'}, {'413': 'O'}, {'adult': 'O'}, {'SS': 'I-Entity'}, {'patients,': 'O'}, {'childhood': 'O'}, {'SS': 'I-Entity'}, {'was': 'O'}, {'more': 'O'}, {'commonly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'parotitis,': 'I-Entity'}, {'positive': 'O'}, {'serologies,': 'O'}, {'neurologic': 'O'}, {'and': 'O'}, {'nephrologic': 'O'}, {'manifestations,': 'O'}, {'and': 'O'}, {'non-specific': 'O'}, {'features': 'O'}, {'(fever,': 'O'}, {'lymphadenopathy)': 'I-Entity'}, {'but': 'O'}, {'less': 'O'}, {'commonly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'dry': 'B-Entity'}, {'mouth': 'I-Entity'}, {'and': 'O'}, {'dry': 'B-Entity'}, {'eyes.': 'I-Entity'}]"
"Patients and controls were comparable in age and education, but differed significantly in the prevalence of depression (38.1 vs 7.9%, P‚Äö√Ñ√¢<‚Äö√Ñ√¢0.001), the number of physician visits [17.0 (10.0) vs 6.5 (4.5); P‚Äö√Ñ√¢<‚Äö√Ñ√¢0.001] and gainful employment (‚Äö√¢¬ß64 years: 52.8 vs 77.1% P‚Äö√Ñ√¢<‚Äö√Ñ√¢0.001).","[{'Patients': 'O'}, {'and': 'O'}, {'controls': 'O'}, {'were': 'O'}, {'comparable': 'O'}, {'in': 'O'}, {'age': 'O'}, {'and': 'O'}, {'education,': 'O'}, {'but': 'O'}, {'differed': 'O'}, {'significantly': 'O'}, {'in': 'O'}, {'the': 'O'}, {'prevalence': 'O'}, {'of': 'O'}, {'depression': 'I-Entity'}, {'(38.1': 'O'}, {'vs': 'O'}, {'7.9%,': 'O'}, {'P‚Äö√Ñ√¢<‚Äö√Ñ√¢0.001),': 'O'}]"
"Conversely, more rarely extra-digestive features during follow-up in patients with EGID may lead to a diagnosis of an associated CTD.","[{'Conversely,': 'O'}, {'more': 'O'}, {'rarely': 'O'}, {'extra-digestive': 'O'}, {'features': 'O'}, {'during': 'O'}, {'follow-up': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'EGID': 'I-Entity'}, {'may': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'a': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'an': 'O'}, {'associated': 'O'}, {'CTD.': 'I-Entity'}]"
"Based on this study, the authors believe that fine-needle aspiration biopsy or intraoperative biopsy and frozen section diagnosis may help reduce unnecessary lacrimal gland excision.Australian Institute of Ophthalmology, Adelaide, SA 5000, Australia.update.","[{'Based': 'O'}, {'on': 'O'}, {'this': 'O'}, {'study,': 'O'}, {'the': 'O'}, {'authors': 'O'}, {'believe': 'O'}, {'that': 'O'}, {'fine-needle': 'O'}, {'aspiration': 'O'}, {'biopsy': 'O'}, {'or': 'O'}, {'intraoperative': 'O'}, {'biopsy': 'O'}, {'and': 'O'}, {'frozen': 'O'}, {'section': 'O'}, {'diagnosis': 'O'}, {'may': 'O'}, {'help': 'O'}, {'reduce': 'O'}, {'unnecessary': 'O'}, {'lacrimal': 'O'}, {'gland': 'O'}, {'excision.Australian': 'O'}, {'Institute': 'O'}, {'of': 'O'}, {'Ophthalmology,': 'O'}, {'Adelaide,': 'O'}, {'SA': 'O'}, {'5000,': 'O'}, {'Australia.update.': 'O'}]"
"In multivariate logistic regression analysis, after adjustment for white blood cell count, hemoglobin level, platelet count, lymphocyte count, and C3 and C4 levels, lower plasma Gas6 concentrations were significantly associated with an increased risk of SS.","[{'In': 'O'}, {'multivariate': 'O'}, {'logistic': 'O'}, {'regression': 'O'}, {'analysis,': 'O'}, {'after': 'O'}, {'adjustment': 'O'}, {'for': 'O'}, {'white': 'O'}, {'blood': 'O'}, {'cell': 'O'}, {'count,': 'O'}, {'hemoglobin': 'O'}, {'level,': 'O'}, {'platelet': 'O'}, {'count,': 'O'}, {'lymphocyte': 'O'}, {'count,': 'O'}, {'and': 'O'}, {'C3': 'O'}, {'and': 'O'}, {'C4': 'O'}, {'levels,': 'O'}, {'lower': 'O'}, {'plasma': 'O'}, {'Gas6': 'O'}, {'concentrations': 'O'}, {'were': 'O'}, {'significantly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'an': 'O'}, {'increased': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'SS.': 'I-Entity'}]"
"Overall, SLE-related RSV showed a decreasing trend from January 2004 to December 2013 and then demonstrated a slowly increasing trend from January 2014 to December 2018.","[{'Overall,': 'O'}, {'SLE-related': 'I-Entity'}, {'RSV': 'I-Entity'}, {'showed': 'O'}, {'a': 'O'}, {'decreasing': 'O'}, {'trend': 'O'}, {'from': 'O'}, {'January': 'O'}, {'2004': 'O'}, {'to': 'O'}, {'December': 'O'}, {'2013': 'O'}, {'and': 'O'}, {'then': 'O'}, {'demonstrated': 'O'}, {'a': 'O'}, {'slowly': 'O'}, {'increasing': 'O'}, {'trend': 'O'}, {'from': 'O'}, {'January': 'O'}, {'2014': 'O'}, {'to': 'O'}, {'December': 'O'}, {'2018.': 'O'}]"
Anti-Ro/SSA antibodies were tested by qualitative ELISA using a commercial assay.,"[{'Anti-Ro/SSA': 'O'}, {'antibodies': 'O'}, {'were': 'O'}, {'tested': 'O'}, {'by': 'O'}, {'qualitative': 'O'}, {'ELISA': 'O'}, {'using': 'O'}, {'a': 'O'}, {'commercial': 'O'}, {'assay.': 'O'}]"
"We retrospectively analyzed the manifestations, treatments, and outcomes in patients with pSS-cerebellar complication in Peking Union Medical College Hospital and cases reported in literature.","[{'We': 'O'}, {'retrospectively': 'O'}, {'analyzed': 'O'}, {'the': 'O'}, {'manifestations,': 'O'}, {'treatments,': 'O'}, {'and': 'O'}, {'outcomes': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS-cerebellar': 'I-Entity'}, {'complication': 'I-Entity'}, {'in': 'O'}, {'Peking': 'O'}, {'Union': 'O'}, {'Medical': 'O'}, {'College': 'O'}, {'Hospital': 'O'}, {'and': 'O'}, {'cases': 'O'}, {'reported': 'O'}, {'in': 'O'}, {'literature.': 'O'}]"
"The reactivity in blood donors, in patients with chronic fatigue syndrome, and in diseased controls was <4%.","[{'The': 'O'}, {'reactivity': 'O'}, {'in': 'O'}, {'blood': 'O'}, {'donors,': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'chronic': 'B-Entity'}, {'fatigue': 'I-Entity'}, {'syndrome,': 'I-Entity'}, {'and': 'O'}, {'in': 'O'}, {'diseased': 'O'}, {'controls': 'O'}, {'was': 'O'}, {'<4%.': 'O'}]"
Kidney and liver involvement was confirmed morphologically and immunomorphologically.,"[{'Kidney': 'B-Entity'}, {'and': 'I-Entity'}, {'liver': 'I-Entity'}, {'involvement': 'I-Entity'}, {'was': 'O'}, {'confirmed': 'O'}, {'morphologically': 'O'}, {'and': 'O'}, {'immunomorphologically.': 'O'}]"
"In addition, CCL22 enhanced IFN-≈í‚â• production of T cells of the SS model, thereby suggesting that CCL22 may impair the local immune tolerance in the target organ of the SS model.","[{'In': 'O'}, {'addition,': 'O'}, {'CCL22': 'O'}, {'enhanced': 'O'}, {'IFN-≈í‚â•': 'O'}, {'production': 'O'}, {'of': 'O'}, {'T': 'O'}, {'cells': 'O'}, {'of': 'O'}, {'the': 'O'}, {'SS': 'I-Entity'}, {'model,': 'O'}, {'thereby': 'O'}, {'suggesting': 'O'}, {'that': 'O'}, {'CCL22': 'O'}, {'may': 'O'}, {'impair': 'O'}, {'the': 'O'}, {'local': 'O'}, {'immune': 'O'}, {'tolerance': 'O'}, {'in': 'O'}, {'the': 'O'}, {'target': 'O'}, {'organ': 'O'}, {'of': 'O'}, {'the': 'O'}, {'SS': 'I-Entity'}, {'model.': 'O'}]"
"To date, only cases of MALT lymphoma of the salivary glands, thymus and stomach associated with Sjogren syndrome have been published.","[{'To': 'O'}, {'date,': 'O'}, {'only': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'MALT': 'B-Entity'}, {'lymphoma': 'I-Entity'}, {'of': 'O'}, {'the': 'O'}, {'salivary': 'I-Entity'}, {'glands,': 'I-Entity'}, {'thymus': 'O'}, {'and': 'O'}, {'stomach': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'Sjogren': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'have': 'O'}, {'been': 'O'}, {'published.': 'O'}]"
The discovery of this particular histologic appearance in a muscle biopsy independent of the final diagnosis should indicate the possibility of SS.Electronic address: alexandra.espitiathibault@chu-nantes.fr.Dec 15.involvement: results from the AIR registry.,"[{'The': 'O'}, {'discovery': 'O'}, {'of': 'O'}, {'this': 'O'}, {'particular': 'O'}, {'histologic': 'O'}, {'appearance': 'O'}, {'in': 'O'}, {'a': 'O'}, {'muscle': 'O'}, {'biopsy': 'O'}, {'independent': 'O'}, {'of': 'O'}, {'the': 'O'}, {'final': 'O'}, {'diagnosis': 'O'}, {'should': 'O'}, {'indicate': 'O'}, {'the': 'O'}, {'possibility': 'O'}, {'of': 'O'}, {'SS.Electronic': 'I-Entity'}, {'address:': 'O'}, {'alexandra.espitiathibault@chu-nantes.fr.Dec': 'O'}, {'15.involvement:': 'O'}, {'results': 'O'}, {'from': 'O'}, {'the': 'O'}, {'AIR': 'O'}, {'registry.': 'O'}]"
"In patients with pSS, disease activity was estimated using the European League Against Rheumatism (EULAR) Sjogrens Syndrome Disease Activity Index (ESSDAI), and patient-reported outcomes were evaluated with the EULAR Sjogrens Syndrome Patient-Reported Index.","[{'In': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS,': 'I-Entity'}, {'disease': 'O'}, {'activity': 'O'}, {'was': 'O'}, {'estimated': 'O'}, {'using': 'O'}, {'the': 'O'}, {'European': 'O'}, {'League': 'O'}, {'Against': 'O'}, {'Rheumatism': 'I-Entity'}, {'(EULAR)': 'O'}, {'Sjogrens': 'O'}, {'Syndrome': 'O'}, {'Disease': 'O'}, {'Activity': 'O'}, {'Index': 'O'}, {'(ESSDAI),': 'O'}, {'and': 'O'}, {'patient-reported': 'O'}, {'outcomes': 'O'}, {'were': 'O'}, {'evaluated': 'O'}, {'with': 'O'}, {'the': 'O'}, {'EULAR': 'O'}, {'Sjogrens': 'B-Entity'}, {'Syndrome': 'I-Entity'}, {'Patient-Reported': 'O'}]"
"However, the large majority of patients still experienced physical fatigue at an unsatisfactory level, above the cut-off value for PASS.","[{'However,': 'O'}, {'the': 'O'}, {'large': 'O'}, {'majority': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'still': 'O'}, {'experienced': 'O'}, {'physical': 'B-Entity'}, {'fatigue': 'I-Entity'}, {'at': 'O'}, {'an': 'O'}, {'unsatisfactory': 'O'}, {'level,': 'O'}, {'above': 'O'}, {'the': 'O'}, {'cut-off': 'O'}, {'value': 'O'}, {'for': 'O'}, {'PASS.': 'O'}]"
"Cesarean section rates, gestational age, body measurements at birth, and the incidence of CHB in these 212 pregnancies were analyzed in relation to fetal atrioventricular conduction and maternal diagnosis and compared with data from the Medical Birth Registry on 352,104 pregnancies in the Stockholm County.","[{'Cesarean': 'O'}, {'section': 'O'}, {'rates,': 'O'}, {'gestational': 'O'}, {'age,': 'O'}, {'body': 'O'}, {'measurements': 'O'}, {'at': 'O'}, {'birth,': 'O'}, {'and': 'O'}, {'the': 'O'}, {'incidence': 'O'}, {'of': 'O'}, {'CHB': 'I-Entity'}, {'in': 'O'}, {'these': 'O'}, {'212': 'O'}, {'pregnancies': 'O'}, {'were': 'O'}, {'analyzed': 'O'}, {'in': 'O'}, {'relation': 'O'}, {'to': 'O'}, {'fetal': 'O'}, {'atrioventricular': 'O'}, {'conduction': 'O'}, {'and': 'O'}, {'maternal': 'O'}, {'diagnosis': 'O'}, {'and': 'O'}, {'compared': 'O'}, {'with': 'O'}, {'data': 'O'}, {'from': 'O'}, {'the': 'O'}, {'Medical': 'O'}, {'Birth': 'O'}, {'Registry': 'O'}, {'on': 'O'}, {'352,104': 'O'}, {'pregnancies': 'O'}]"
"The high mortality rates are in part due to a delay in the diagnosis, and therefore clinicians must maintain a high index of suspicion.","[{'The': 'O'}, {'high': 'O'}, {'mortality': 'O'}, {'rates': 'O'}, {'are': 'O'}, {'in': 'O'}, {'part': 'O'}, {'due': 'O'}, {'to': 'O'}, {'a': 'O'}, {'delay': 'O'}, {'in': 'O'}, {'the': 'O'}, {'diagnosis,': 'O'}, {'and': 'O'}, {'therefore': 'O'}, {'clinicians': 'O'}, {'must': 'O'}, {'maintain': 'O'}, {'a': 'O'}, {'high': 'O'}, {'index': 'O'}, {'of': 'O'}, {'suspicion.': 'O'}]"
