sentances,predictions
The aim of this study was to investigate if co-morbid conditions as hepatitis C virus infection and celiac disease may be associated to undifferentiated connective tissue disease.,"[{'The': 'O'}, {'aim': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'investigate': 'O'}, {'if': 'O'}, {'co-morbid': 'O'}, {'conditions': 'O'}, {'as': 'O'}, {'hepatitis': 'B-Entity'}, {'C': 'I-Entity'}, {'virus': 'I-Entity'}, {'infection': 'I-Entity'}, {'and': 'O'}, {'celiac': 'B-Entity'}, {'disease': 'I-Entity'}, {'may': 'O'}, {'be': 'O'}, {'associated': 'O'}, {'to': 'O'}, {'undifferentiated': 'O'}, {'connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'disease.': 'I-Entity'}]"
"Eight of 14 patients with IN received systemic immunosuppression (IS) during renal disease course and in 6 patients no beneficial effect was observed on renal function, hypokalaemia and RTA.","[{'Eight': 'O'}, {'of': 'O'}, {'14': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'IN': 'I-Entity'}, {'received': 'O'}, {'systemic': 'O'}, {'immunosuppression': 'O'}, {'(IS)': 'O'}, {'during': 'O'}, {'renal': 'B-Entity'}, {'disease': 'I-Entity'}, {'course': 'O'}, {'and': 'O'}, {'in': 'O'}, {'6': 'O'}, {'patients': 'O'}, {'no': 'O'}, {'beneficial': 'O'}, {'effect': 'O'}, {'was': 'O'}, {'observed': 'O'}, {'on': 'O'}, {'renal': 'O'}, {'function,': 'O'}, {'hypokalaemia': 'I-Entity'}, {'and': 'O'}, {'RTA.': 'O'}]"
A positive crossmatch has been associated with increased risk in liver transplantation.,"[{'A': 'O'}, {'positive': 'O'}, {'crossmatch': 'O'}, {'has': 'O'}, {'been': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'increased': 'O'}, {'risk': 'O'}, {'in': 'O'}, {'liver': 'O'}, {'transplantation.': 'O'}]"
"The aim of the present study was to investigate the prevalence and pattern of cognitive dysfunction observed in primary Sjogrens syndrome (PSS) and to examine the relationships between cognitive abilities, depression, fatigue, and quality of life.","[{'The': 'O'}, {'aim': 'O'}, {'of': 'O'}, {'the': 'O'}, {'present': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'investigate': 'O'}, {'the': 'O'}, {'prevalence': 'O'}, {'and': 'O'}, {'pattern': 'O'}, {'of': 'O'}, {'cognitive': 'B-Entity'}, {'dysfunction': 'I-Entity'}, {'observed': 'O'}, {'in': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(PSS)': 'O'}, {'and': 'O'}, {'to': 'O'}, {'examine': 'O'}, {'the': 'O'}, {'relationships': 'O'}, {'between': 'O'}, {'cognitive': 'O'}, {'abilities,': 'O'}, {'depression,': 'I-Entity'}, {'fatigue,': 'I-Entity'}, {'and': 'O'}, {'quality': 'O'}, {'of': 'O'}, {'life.': 'O'}]"
"A 79-year-old woman presented with rapidly progressive renal failure and complaints of asthenia, anorexia and generalized oedema.","[{'A': 'O'}, {'79-year-old': 'O'}, {'woman': 'O'}, {'presented': 'O'}, {'with': 'O'}, {'rapidly': 'O'}, {'progressive': 'O'}, {'renal': 'B-Entity'}, {'failure': 'I-Entity'}, {'and': 'O'}, {'complaints': 'O'}, {'of': 'O'}, {'asthenia,': 'I-Entity'}, {'anorexia': 'I-Entity'}, {'and': 'O'}, {'generalized': 'O'}, {'oedema.': 'I-Entity'}]"
"In scleroderma, positive Scl70 and capillary loss were observed more frequently in patients without mechanic hands.","[{'In': 'O'}, {'scleroderma,': 'I-Entity'}, {'positive': 'O'}, {'Scl70': 'O'}, {'and': 'O'}, {'capillary': 'O'}, {'loss': 'O'}, {'were': 'O'}, {'observed': 'O'}, {'more': 'O'}, {'frequently': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'without': 'O'}, {'mechanic': 'O'}, {'hands.': 'O'}]"
"We report a unique case of Sjogrens syndrome complicated with Fanconi syndrome and Hashimoto's thyroiditis in a 53-year-old Chinese woman, initially found to have proteinuria, fatigue and multiple old costal fractures.","[{'We': 'O'}, {'report': 'O'}, {'a': 'O'}, {'unique': 'O'}, {'case': 'O'}, {'of': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'complicated': 'O'}, {'with': 'O'}, {'Fanconi': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'and': 'O'}, {""Hashimoto's"": 'B-Entity'}, {'thyroiditis': 'I-Entity'}, {'in': 'O'}, {'a': 'O'}, {'53-year-old': 'O'}, {'Chinese': 'O'}, {'woman,': 'O'}, {'initially': 'O'}, {'found': 'O'}, {'to': 'O'}, {'have': 'O'}, {'proteinuria,': 'I-Entity'}, {'fatigue': 'I-Entity'}, {'and': 'O'}, {'multiple': 'O'}, {'old': 'O'}, {'costal': 'B-Entity'}, {'fractures.': 'I-Entity'}]"
SS is often overlooked when the symptoms are mild.,"[{'SS': 'I-Entity'}, {'is': 'O'}, {'often': 'O'}, {'overlooked': 'O'}, {'when': 'O'}, {'the': 'O'}, {'symptoms': 'O'}, {'are': 'O'}, {'mild.': 'O'}]"
"A 66-year-old female patient who was complaining of ocular pain, tearing and decreased vision in her right eye for the previous two days was admitted to our hospital.","[{'A': 'O'}, {'66-year-old': 'O'}, {'female': 'O'}, {'patient': 'O'}, {'who': 'O'}, {'was': 'O'}, {'complaining': 'O'}, {'of': 'O'}, {'ocular': 'B-Entity'}, {'pain,': 'I-Entity'}, {'tearing': 'I-Entity'}, {'and': 'O'}, {'decreased': 'B-Entity'}, {'vision': 'I-Entity'}, {'in': 'O'}, {'her': 'O'}, {'right': 'O'}, {'eye': 'O'}, {'for': 'O'}, {'the': 'O'}, {'previous': 'O'}, {'two': 'O'}, {'days': 'O'}, {'was': 'O'}, {'admitted': 'O'}, {'to': 'O'}, {'our': 'O'}, {'hospital.': 'O'}]"
"Immunosuppression is indicated only in select cases of pulmonary arterial hypertension related to CTD; more commonly, selective pulmonary vasodilators are used.","[{'Immunosuppression': 'O'}, {'is': 'O'}, {'indicated': 'O'}, {'only': 'O'}, {'in': 'O'}, {'select': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'pulmonary': 'B-Entity'}, {'arterial': 'I-Entity'}, {'hypertension': 'I-Entity'}, {'related': 'O'}, {'to': 'O'}, {'CTD;': 'I-Entity'}, {'more': 'O'}, {'commonly,': 'O'}, {'selective': 'O'}, {'pulmonary': 'O'}, {'vasodilators': 'O'}, {'are': 'O'}, {'used.': 'O'}]"
We sought to provide insight for the timely recognition and diagnosis of MAS and efficacious disease management in adults with rheumatic diseases.,"[{'We': 'O'}, {'sought': 'O'}, {'to': 'O'}, {'provide': 'O'}, {'insight': 'O'}, {'for': 'O'}, {'the': 'O'}, {'timely': 'O'}, {'recognition': 'O'}, {'and': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'MAS': 'I-Entity'}, {'and': 'O'}, {'efficacious': 'O'}, {'disease': 'O'}, {'management': 'O'}, {'in': 'O'}, {'adults': 'O'}, {'with': 'O'}, {'rheumatic': 'B-Entity'}, {'diseases.': 'I-Entity'}]"
Labor was induced in 21 cases (52.5%) and cesarean section rate was 45%.,"[{'Labor': 'O'}, {'was': 'O'}, {'induced': 'O'}, {'in': 'O'}, {'21': 'O'}, {'cases': 'O'}, {'(52.5%)': 'O'}, {'and': 'O'}, {'cesarean': 'O'}, {'section': 'O'}, {'rate': 'O'}, {'was': 'O'}, {'45%.': 'O'}]"
The aim of this study was to compare the rate of maternal and fetal complications between a series of anti-Ro/SS-A positive pregnant women prospectively followed.,"[{'The': 'O'}, {'aim': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'compare': 'O'}, {'the': 'O'}, {'rate': 'O'}, {'of': 'O'}, {'maternal': 'O'}, {'and': 'I-Entity'}, {'fetal': 'I-Entity'}, {'complications': 'I-Entity'}, {'between': 'O'}, {'a': 'O'}, {'series': 'O'}, {'of': 'O'}, {'anti-Ro/SS-A': 'O'}, {'positive': 'O'}, {'pregnant': 'O'}, {'women': 'O'}, {'prospectively': 'O'}, {'followed.': 'O'}]"
"Based on this highly reliable assay, 50% of the pSS patients had antibodies which inhibited carbachol-induced activation of mAchR3; none of the SSc patients, 6% of the patients with MG and 12% of the blood donors had antibodies which reacted with the mAchR3.","[{'Based': 'O'}, {'on': 'O'}, {'this': 'O'}, {'highly': 'O'}, {'reliable': 'O'}, {'assay,': 'O'}, {'50%': 'O'}, {'of': 'O'}, {'the': 'O'}, {'pSS': 'I-Entity'}, {'patients': 'O'}, {'had': 'O'}, {'antibodies': 'O'}, {'which': 'O'}, {'inhibited': 'O'}, {'carbachol-induced': 'I-Entity'}, {'activation': 'O'}, {'of': 'O'}, {'mAchR3;': 'O'}, {'none': 'O'}, {'of': 'O'}, {'the': 'O'}, {'SSc': 'I-Entity'}, {'patients,': 'O'}, {'6%': 'O'}, {'of': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'MG': 'I-Entity'}, {'and': 'O'}, {'12%': 'O'}, {'of': 'O'}, {'the': 'O'}, {'blood': 'O'}, {'donors': 'O'}, {'had': 'O'}, {'antibodies': 'O'}, {'which': 'O'}, {'reacted': 'O'}, {'with': 'O'}, {'the': 'O'}, {'mAchR3.': 'O'}]"
New findings indicate that mRNAs for several chemokines and cytokines are expressed primarily in epithelial cells; certain others are expressed in both epithelial cells and immune cells.,"[{'New': 'O'}, {'findings': 'O'}, {'indicate': 'O'}, {'that': 'O'}, {'mRNAs': 'O'}, {'for': 'O'}, {'several': 'O'}, {'chemokines': 'O'}, {'and': 'O'}, {'cytokines': 'O'}, {'are': 'O'}, {'expressed': 'O'}, {'primarily': 'O'}, {'in': 'O'}, {'epithelial': 'O'}, {'cells;': 'O'}, {'certain': 'O'}, {'others': 'O'}, {'are': 'O'}, {'expressed': 'O'}, {'in': 'O'}, {'both': 'O'}, {'epithelial': 'O'}, {'cells': 'O'}, {'and': 'O'}, {'immune': 'O'}, {'cells.': 'O'}]"
ACPA present: group I - 13% (associated with higher arthritis incidence; p = 0.003); group II - 8%.,"[{'ACPA': 'I-Entity'}, {'present:': 'O'}, {'group': 'O'}, {'I': 'O'}, {'-': 'O'}, {'13%': 'O'}, {'(associated': 'O'}, {'with': 'O'}, {'higher': 'O'}, {'arthritis': 'I-Entity'}, {'incidence;': 'O'}, {'p': 'O'}, {'=': 'O'}, {'0.003);': 'O'}, {'group': 'O'}, {'II': 'O'}, {'-': 'O'}, {'8%.': 'O'}]"
"We also report an index case of MRH associated with Sjogrens syndrome and pulmonary embolism.Medicine, Istanbul, Turkey.Medicine, Istanbul, Turkey.","[{'We': 'O'}, {'also': 'O'}, {'report': 'O'}, {'an': 'O'}, {'index': 'O'}, {'case': 'O'}, {'of': 'O'}, {'MRH': 'I-Entity'}, {'associated': 'O'}, {'with': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'and': 'O'}, {'pulmonary': 'B-Entity'}, {'embolism.Medicine,': 'I-Entity'}, {'Istanbul,': 'O'}, {'Turkey.Medicine,': 'O'}, {'Istanbul,': 'O'}, {'Turkey.': 'O'}]"
These included: (1) the journey to diagnosis; (2) disease impact spectrum (of dry mouth amid other symptoms); (3) interactions with healthcare professionals; and (4) the positive coping process.,"[{'These': 'O'}, {'included:': 'O'}, {'(1)': 'O'}, {'the': 'O'}, {'journey': 'O'}, {'to': 'O'}, {'diagnosis;': 'O'}, {'(2)': 'O'}, {'disease': 'O'}, {'impact': 'O'}, {'spectrum': 'O'}, {'(of': 'O'}, {'dry': 'B-Entity'}, {'mouth': 'I-Entity'}, {'amid': 'O'}, {'other': 'O'}, {'symptoms);': 'O'}, {'(3)': 'O'}, {'interactions': 'O'}, {'with': 'O'}, {'healthcare': 'O'}, {'professionals;': 'O'}, {'and': 'O'}, {'(4)': 'O'}, {'the': 'O'}, {'positive': 'O'}, {'coping': 'O'}, {'process.': 'O'}]"
To evaluate the response of the lacrimal function unit in Sjogren syndrome (SS)-associated dry eye patients exposed to 2 simulated daily life environmental conditions.,"[{'To': 'O'}, {'evaluate': 'O'}, {'the': 'O'}, {'response': 'O'}, {'of': 'O'}, {'the': 'O'}, {'lacrimal': 'O'}, {'function': 'O'}, {'unit': 'O'}, {'in': 'O'}, {'Sjogren': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)-associated': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'patients': 'O'}, {'exposed': 'O'}, {'to': 'O'}, {'2': 'O'}, {'simulated': 'O'}, {'daily': 'O'}, {'life': 'O'}, {'environmental': 'O'}, {'conditions.': 'O'}]"
The majority of patients (93%) were diagnosed with Sjogrens syndrome after neurological symptoms appeared.,"[{'The': 'O'}, {'majority': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'(93%)': 'O'}, {'were': 'O'}, {'diagnosed': 'O'}, {'with': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'after': 'O'}, {'neurological': 'O'}, {'symptoms': 'O'}, {'appeared.': 'O'}]"
The mean follow-up time was 11 years.,"[{'The': 'O'}, {'mean': 'O'}, {'follow-up': 'O'}, {'time': 'O'}, {'was': 'O'}, {'11': 'O'}, {'years.': 'O'}]"
A 49-year-old woman with primary Sjogren syndrome initially developed pulmonary venous hypertension (PVH) due to heart failure with preserved ejection fraction.,"[{'A': 'O'}, {'49-year-old': 'O'}, {'woman': 'O'}, {'with': 'O'}, {'primary': 'B-Entity'}, {'Sjogren': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'initially': 'O'}, {'developed': 'O'}, {'pulmonary': 'B-Entity'}, {'venous': 'I-Entity'}, {'hypertension': 'I-Entity'}, {'(PVH)': 'O'}, {'due': 'O'}, {'to': 'O'}, {'heart': 'B-Entity'}, {'failure': 'I-Entity'}, {'with': 'O'}, {'preserved': 'O'}, {'ejection': 'O'}, {'fraction.': 'O'}]"
"The sensitivity associated with a specificity of ~95% was 79%, 82% and 78% for NV, FEIA, and CIA, respectively.","[{'The': 'O'}, {'sensitivity': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'a': 'O'}, {'specificity': 'O'}, {'of': 'O'}, {'~95%': 'O'}, {'was': 'O'}, {'79%,': 'O'}, {'82%': 'O'}, {'and': 'O'}, {'78%': 'O'}, {'for': 'O'}, {'NV,': 'I-Entity'}, {'FEIA,': 'O'}, {'and': 'O'}, {'CIA,': 'I-Entity'}, {'respectively.': 'O'}]"
"Both artificial tears and punctal plugs relieved dry eye symptoms, repaired corneal lesions, enhanced tear film stability, and improved contrast sensitivity.","[{'Both': 'O'}, {'artificial': 'O'}, {'tears': 'O'}, {'and': 'O'}, {'punctal': 'O'}, {'plugs': 'O'}, {'relieved': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'symptoms,': 'I-Entity'}, {'repaired': 'O'}, {'corneal': 'B-Entity'}, {'lesions,': 'I-Entity'}, {'enhanced': 'O'}, {'tear': 'O'}, {'film': 'O'}, {'stability,': 'O'}, {'and': 'O'}, {'improved': 'O'}, {'contrast': 'O'}, {'sensitivity.': 'O'}]"
Peripheral (PNS) and central nervous system (CNS)-related symptoms may occur in the course of the disease.,"[{'Peripheral': 'O'}, {'(PNS)': 'O'}, {'and': 'O'}, {'central': 'I-Entity'}, {'nervous': 'I-Entity'}, {'system': 'I-Entity'}, {'(CNS)-related': 'I-Entity'}, {'symptoms': 'O'}, {'may': 'O'}, {'occur': 'O'}, {'in': 'O'}, {'the': 'O'}, {'course': 'O'}, {'of': 'O'}, {'the': 'O'}, {'disease.': 'O'}]"
We investigated the potential prognostic role of sUS as a tool in the assessment of disease activity.,"[{'We': 'O'}, {'investigated': 'O'}, {'the': 'O'}, {'potential': 'O'}, {'prognostic': 'O'}, {'role': 'O'}, {'of': 'O'}, {'sUS': 'O'}, {'as': 'O'}, {'a': 'O'}, {'tool': 'O'}, {'in': 'O'}, {'the': 'O'}, {'assessment': 'O'}, {'of': 'O'}, {'disease': 'O'}, {'activity.': 'O'}]"
Interim analysis at 24 weeks included assessment of efficacy (n = 31) and safety (n = 32).,"[{'Interim': 'O'}, {'analysis': 'O'}, {'at': 'O'}, {'24': 'O'}, {'weeks': 'O'}, {'included': 'O'}, {'assessment': 'O'}, {'of': 'O'}, {'efficacy': 'O'}, {'(n': 'O'}, {'=': 'O'}, {'31)': 'O'}, {'and': 'O'}, {'safety': 'O'}, {'(n': 'O'}, {'=': 'O'}, {'32).': 'O'}]"
"Forty patients met the inclusion criteria (97% female, mean age 58 years, mean disease duration 10 years).","[{'Forty': 'O'}, {'patients': 'O'}, {'met': 'O'}, {'the': 'O'}, {'inclusion': 'O'}, {'criteria': 'O'}, {'(97%': 'O'}, {'female,': 'O'}, {'mean': 'O'}, {'age': 'O'}, {'58': 'O'}, {'years,': 'O'}, {'mean': 'O'}, {'disease': 'O'}, {'duration': 'O'}, {'10': 'O'}, {'years).': 'O'}]"
Non-infectious aortitis often presents with non-specific symptoms leading to inappropriate diagnostic delay.,"[{'Non-infectious': 'O'}, {'aortitis': 'I-Entity'}, {'often': 'O'}, {'presents': 'O'}, {'with': 'O'}, {'non-specific': 'O'}, {'symptoms': 'O'}, {'leading': 'O'}, {'to': 'O'}, {'inappropriate': 'O'}, {'diagnostic': 'O'}, {'delay.': 'O'}]"
"Using the 0-10 physician global assessment (PhGA) scale, each expert scored the disease activity of five patient profiles and 20 realistic vignettes.","[{'Using': 'O'}, {'the': 'O'}, {'0-10': 'O'}, {'physician': 'O'}, {'global': 'O'}, {'assessment': 'O'}, {'(PhGA)': 'O'}, {'scale,': 'O'}, {'each': 'O'}, {'expert': 'O'}, {'scored': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'activity': 'O'}, {'of': 'O'}, {'five': 'O'}, {'patient': 'O'}, {'profiles': 'O'}, {'and': 'O'}, {'20': 'O'}, {'realistic': 'O'}, {'vignettes.': 'O'}]"
"Selection of treatment depends on the patient's clinical condition, as well as on the clinical form and type of disease.","[{'Selection': 'O'}, {'of': 'O'}, {'treatment': 'O'}, {'depends': 'O'}, {'on': 'O'}, {'the': 'O'}, {""patient's"": 'O'}, {'clinical': 'O'}, {'condition,': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'on': 'O'}, {'the': 'O'}, {'clinical': 'O'}, {'form': 'O'}, {'and': 'O'}, {'type': 'O'}, {'of': 'O'}, {'disease.': 'O'}]"
"Screening for pSS should be systematically performed in cases of acute or chronic myelopathy and/or cranial nerve involvement, mainly because these patients have a severe outcome.","[{'Screening': 'O'}, {'for': 'O'}, {'pSS': 'O'}, {'should': 'O'}, {'be': 'O'}, {'systematically': 'O'}, {'performed': 'O'}, {'in': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'acute': 'O'}, {'or': 'O'}, {'chronic': 'O'}, {'myelopathy': 'I-Entity'}, {'and/or': 'O'}, {'cranial': 'O'}, {'nerve': 'I-Entity'}, {'involvement,': 'I-Entity'}, {'mainly': 'O'}, {'because': 'O'}, {'these': 'O'}, {'patients': 'O'}, {'have': 'O'}, {'a': 'O'}, {'severe': 'O'}, {'outcome.': 'O'}]"
Various tests were performed to find out the cause of RTA.,"[{'Various': 'O'}, {'tests': 'O'}, {'were': 'O'}, {'performed': 'O'}, {'to': 'O'}, {'find': 'O'}, {'out': 'O'}, {'the': 'O'}, {'cause': 'O'}, {'of': 'O'}, {'RTA.': 'I-Entity'}]"
"The association of inflammatory involvement of the distal airways or bronchiolitis and systemic diseases is essentially observed in Sjogrens syndrome, rheumatoid arthritis and chronic inflammatory bowel disease.","[{'The': 'O'}, {'association': 'O'}, {'of': 'O'}, {'inflammatory': 'O'}, {'involvement': 'O'}, {'of': 'O'}, {'the': 'O'}, {'distal': 'O'}, {'airways': 'O'}, {'or': 'O'}, {'bronchiolitis': 'I-Entity'}, {'and': 'O'}, {'systemic': 'O'}, {'diseases': 'I-Entity'}, {'is': 'O'}, {'essentially': 'O'}, {'observed': 'O'}, {'in': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'rheumatoid': 'B-Entity'}, {'arthritis': 'I-Entity'}, {'and': 'O'}, {'chronic': 'B-Entity'}, {'inflammatory': 'B-Entity'}, {'bowel': 'I-Entity'}, {'disease.': 'I-Entity'}]"
"In contrast, the direct sweat volume of lesional or non-lesional AD skin induced by direct stimulation with acetylcholine was only slightly reduced compared to that in normal controls, but not in SS and lesional skin of AD/SS patients.","[{'In': 'O'}, {'contrast,': 'O'}, {'the': 'O'}, {'direct': 'O'}, {'sweat': 'O'}, {'volume': 'O'}, {'of': 'O'}, {'lesional': 'O'}, {'or': 'O'}, {'non-lesional': 'O'}, {'AD': 'I-Entity'}, {'skin': 'O'}, {'induced': 'O'}, {'by': 'O'}, {'direct': 'O'}, {'stimulation': 'O'}, {'with': 'O'}, {'acetylcholine': 'I-Entity'}, {'was': 'O'}, {'only': 'O'}, {'slightly': 'O'}, {'reduced': 'O'}, {'compared': 'O'}, {'to': 'O'}, {'that': 'O'}, {'in': 'O'}, {'normal': 'O'}, {'controls,': 'O'}, {'but': 'O'}, {'not': 'O'}, {'in': 'O'}, {'SS': 'O'}, {'and': 'O'}, {'lesional': 'O'}, {'skin': 'O'}, {'of': 'O'}, {'AD/SS': 'I-Entity'}, {'patients.': 'O'}]"
Primary Sjogrens syndrome is an autoimmune disease that presents with xerostomia and keratoconjunctivitis sicca (due to chronic lymphocytic inflammation of the salivary and lacrimal glands) and in some cases extraglandular features.,"[{'Primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'is': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease': 'I-Entity'}, {'that': 'O'}, {'presents': 'O'}, {'with': 'O'}, {'xerostomia': 'I-Entity'}, {'and': 'O'}, {'keratoconjunctivitis': 'B-Entity'}, {'sicca': 'I-Entity'}, {'(due': 'O'}, {'to': 'O'}, {'chronic': 'O'}, {'lymphocytic': 'O'}, {'inflammation': 'I-Entity'}, {'of': 'O'}, {'the': 'O'}, {'salivary': 'O'}, {'and': 'O'}, {'lacrimal': 'O'}, {'glands)': 'O'}, {'and': 'O'}, {'in': 'O'}, {'some': 'O'}, {'cases': 'O'}, {'extraglandular': 'O'}, {'features.': 'O'}]"
Epidemiological data suggest that some viruses may be linked to the development of autoimmunity.,"[{'Epidemiological': 'O'}, {'data': 'O'}, {'suggest': 'O'}, {'that': 'O'}, {'some': 'O'}, {'viruses': 'O'}, {'may': 'O'}, {'be': 'O'}, {'linked': 'O'}, {'to': 'O'}, {'the': 'O'}, {'development': 'O'}, {'of': 'O'}, {'autoimmunity.': 'I-Entity'}]"
pSS leads to destruction and loss of secretory function due to intense lymphoplasmacytic infiltration.,"[{'pSS': 'I-Entity'}, {'leads': 'O'}, {'to': 'O'}, {'destruction': 'O'}, {'and': 'O'}, {'loss': 'O'}, {'of': 'O'}, {'secretory': 'O'}, {'function': 'O'}, {'due': 'O'}, {'to': 'O'}, {'intense': 'O'}, {'lymphoplasmacytic': 'O'}, {'infiltration.': 'O'}]"
"Systemic lupus eryethematosus (SLE) is the most common CTD, the others being Juvenile dermatomyositis, systemic sclerosis, mixed connective disease and Sjogren syndrome.","[{'Systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'eryethematosus': 'I-Entity'}, {'(SLE)': 'O'}, {'is': 'O'}, {'the': 'O'}, {'most': 'O'}, {'common': 'O'}, {'CTD,': 'O'}, {'the': 'O'}, {'others': 'O'}, {'being': 'O'}, {'Juvenile': 'O'}, {'dermatomyositis,': 'I-Entity'}, {'systemic': 'B-Entity'}, {'sclerosis,': 'I-Entity'}, {'mixed': 'B-Entity'}, {'connective': 'I-Entity'}, {'disease': 'I-Entity'}, {'and': 'O'}, {'Sjogren': 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
"Occasionally, reactivity levels were increased in a few assays, indicating that false-positive results can be obtained when applying assays of reduced specificity.","[{'Occasionally,': 'O'}, {'reactivity': 'O'}, {'levels': 'O'}, {'were': 'O'}, {'increased': 'O'}, {'in': 'O'}, {'a': 'O'}, {'few': 'O'}, {'assays,': 'O'}, {'indicating': 'O'}, {'that': 'O'}, {'false-positive': 'O'}, {'results': 'O'}, {'can': 'O'}, {'be': 'O'}, {'obtained': 'O'}, {'when': 'O'}, {'applying': 'O'}, {'assays': 'O'}, {'of': 'O'}, {'reduced': 'O'}, {'specificity.': 'O'}]"
SS has characteristic microscopic findings involving lymphocytic infiltration surrounding the excretory ducts in combination with destruction of acinar tissue.,"[{'SS': 'I-Entity'}, {'has': 'O'}, {'characteristic': 'O'}, {'microscopic': 'O'}, {'findings': 'O'}, {'involving': 'O'}, {'lymphocytic': 'O'}, {'infiltration': 'O'}, {'surrounding': 'O'}, {'the': 'O'}, {'excretory': 'O'}, {'ducts': 'O'}, {'in': 'O'}, {'combination': 'O'}, {'with': 'O'}, {'destruction': 'O'}, {'of': 'O'}, {'acinar': 'O'}, {'tissue.': 'O'}]"
"In this manuscript, we present the case of a patient with primary Sjogrens syndrome who developed HLH after an acute infection by Cytomegalovirus.","[{'In': 'O'}, {'this': 'O'}, {'manuscript,': 'O'}, {'we': 'O'}, {'present': 'O'}, {'the': 'O'}, {'case': 'O'}, {'of': 'O'}, {'a': 'O'}, {'patient': 'O'}, {'with': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'who': 'O'}, {'developed': 'O'}, {'HLH': 'I-Entity'}, {'after': 'O'}, {'an': 'O'}, {'acute': 'O'}, {'infection': 'I-Entity'}, {'by': 'O'}, {'Cytomegalovirus.': 'B-Entity'}]"
"By definition, the disease must be mediated by specific immune reactions against endogenous tissues to qualify as an autoimmune disease.","[{'By': 'O'}, {'definition,': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'must': 'O'}, {'be': 'O'}, {'mediated': 'O'}, {'by': 'O'}, {'specific': 'O'}, {'immune': 'O'}, {'reactions': 'O'}, {'against': 'O'}, {'endogenous': 'O'}, {'tissues': 'O'}, {'to': 'O'}, {'qualify': 'O'}, {'as': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease.': 'I-Entity'}]"
"Although bronchial involvement is very common, most patients only complain of cough and this involvement rarely results in severe symptoms or chronic respiratory failure are rarely observed.","[{'Although': 'O'}, {'bronchial': 'O'}, {'involvement': 'O'}, {'is': 'O'}, {'very': 'O'}, {'common,': 'O'}, {'most': 'O'}, {'patients': 'O'}, {'only': 'O'}, {'complain': 'O'}, {'of': 'O'}, {'cough': 'I-Entity'}, {'and': 'O'}, {'this': 'O'}, {'involvement': 'O'}, {'rarely': 'O'}, {'results': 'O'}, {'in': 'O'}, {'severe': 'O'}, {'symptoms': 'O'}, {'or': 'O'}, {'chronic': 'O'}, {'respiratory': 'B-Entity'}, {'failure': 'I-Entity'}, {'are': 'O'}, {'rarely': 'O'}, {'observed.': 'O'}]"
